"Beitrag/Seite","URL","Inhaltstyp","Aufrufe","Anteil"
"
							FaMI bzw. Bibliotheksassistenten/in, E 5 TVöD-Bund, befristet bis zum 31.12.2017 in Vollzeit						","/stellenangebote/25579","Stellenangebot","1","0,00 %"
"
							Bibliothekar w/m,  in Vollzeit ( 39,5 Std/Wo) KZ 35/17						","/stellenangebote/25581","Stellenangebot","1","0,00 %"
"
							Sachbearbeiter/in im Bereich Titel-und Verlagsdatenpflege, Vollzeit						","/stellenangebote/25583","Stellenangebot","1","0,00 %"
"
							FaMI (Bibliothek), Referat Periodika, E 5 TV-L; Teilzeit (zz. 29,25 Std./Wo.); zunächst befristet bis zum 31.10.2018; Kennziffer: 16/17						","/stellenangebote/25585","Stellenangebot","1","0,00 %"
"
							FaMI, E 6 TV-L, Vollzeit, befristet						","/stellenangebote/25587","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in als bibliothekarische/r Fachberater/in, E 9 TV-L, befristet für zwei  Jahre, Kennziffer 7060						","/stellenangebote/25589","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), E 5 TVöD, Vollzeit befristet für ein Jahr, Kennziffer SBB-IIA-7-2017						","/stellenangebote/25591","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek als Mitarbeiter(in) für die Stadtbücherei, bis E 7 TVöD, Teilzeit (25 Std./Woche)						","/stellenangebote/25593","Stellenangebot","1","0,00 %"
"
							Softwareentwickler/-in (Webtechnologien, Javascript, HTML5, PHP etc.) im Bereich Management und Präsentation von Digitalisaten, bis E 10 TV-L, 36 Monate befristet						","/stellenangebote/25615","Stellenangebot","1","0,00 %"
"
							Teamleiter/in Weiterbildungsmanagement (Bibliothekar/in), E 11, Vollzeit (39,83 Stunden/Woche) unbefristet						","/stellenangebote/25619","Stellenangebot","1","0,00 %"
"
							Wissenschaftliche/r Bibliothekar/in, Haustarifvertrag, unbefristet in Teilzeit (20 Std./Woche) mit Option ab 01.01.18 auf Vollzeit, Ref.-Nr. 112_2017						","/stellenangebote/25622","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 6 TVöD, Vollzeit zunächst befristet für ein Jahr, Referenzcode Z A 2 a – P 2130/12/10017 :009						","/stellenangebote/25624","Stellenangebot","1","0,00 %"
"
							BIBLIOTHEKSANGESTELLTE (M/W) – Entgeltgruppe E 5 TVöD – befristet bis zum 31.08.2017 mit der durchschnittlichen wöchentlichen Arbeitszeit von16,15 Stunden bis zur regelmäßigen wöchentlichen Arbeitszeit (zzt. 39 Stunden)						","/stellenangebote/25632","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in (Diplom, Bachelor) bzw. Informationswirt/in (Diplom, Bachelor), E 9, Teilzeit, befristet bis zum 30.04.2020						","/stellenangebote/25642","Stellenangebot","1","0,00 %"
"
							Leiter/in Hochschulbibliothek (77% der regelmäßigen Arbeitszeit);  E 10 TV-L; besetzbar ab 1.08.2017 vorerst bis 4.11.2017 als Mutterschutzvertretung mit anschließend geplanter Elternzeitverlängerung						","/stellenangebote/25644","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9b TVöD, Vollzeit befristet bis 31.12.2018, Kennziffer SBB-IIA-1-2017						","/stellenangebote/25646","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek als Mitarbeiter/in für die Stadtbibliothek, E 8 TVöD, Vollzeit befristet bis 19.01.2018						","/stellenangebote/25648","Stellenangebot","1","0,00 %"
"
							FaMI / stellv. Büchereileitung, E 5 TVöD, Teilzeit (20 Std/Woche), zunächst befristet						","/stellenangebote/25662","Stellenangebot","1","0,00 %"
"
							2 Diplom-Bibliothekare (FH) (w/m), E 9 TV-L, je Vollzeit, 1 x unbefristet, 1x Projektstelle (3 Jahre befristet), Referenznr. 1735						","/stellenangebote/25665","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte/r, bis E 3 TVöD, Teilzeit (9,5 Std./Woche)						","/stellenangebote/25671","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte/r im Aufsichtsdienst (Schichtdienst), E 2 TV-L, Vollzeit befristet für zwei Jahre, Kennwort: Universitätsbibliothek, Nummer  17.093						","/stellenangebote/25673","Stellenangebot","1","0,00 %"
"
							Bibliothekarischer Support (m/w), unbefristet in Vollzeit, Ref. 2017-10-1						","/stellenangebote/25677","Stellenangebot","1","0,00 %"
"
							Projektmitarbeiter/in „Gartenkünstlerische Druckgraphiken“, E 13 TV-L, auf vier Monate befristet, 19,9 Wochenstunden (Teilzeit), 26/2017						","/stellenangebote/25687","Stellenangebot","1","0,00 %"
"
							Bibliotheksmitarbeiter/in, E 9, unbefristet, IT-Betreuung/Vermittlung Informationskompetenz, Kennziffer: ZIMK 1.6						","/stellenangebote/25689","Stellenangebot","1","0,00 %"
"
							Ausbildung zum/zur FaMI Fachrichtung Archiv						","/stellenangebote/25709","Stellenangebot","1","0,00 %"
"
							persönliche/r Referent/in für die Direktorin in Vollzeit, E 13 TV-AVH, zunächst befristet für drei Jahre						","/stellenangebote/25713","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar/in, E 9 TV-L, Vollzeit, zunächst befr. auf 2 Jahre						","/stellenangebote/25715","Stellenangebot","1","0,00 %"
"
							Abteilungsleiterin bzw. Abteilungsleiter Informationsvermittlung und Lesesäle (E13/A13 unbefristet)						","/stellenangebote/25719","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV-L, befristet, Vollzeit, Kennziffer 10 17 03						","/stellenangebote/25722","Stellenangebot","1","0,00 %"
"
							Software-Developer TYPO3 / Software-Entwickler (m/w) TYPO3, TV-L E 13, 30 Monate befristet, Vollzeit						","/stellenangebote/25724","Stellenangebot","1","0,00 %"
"
							Informationswissenschaftler (w/m) / Systembibliothekar (w/m) im Bereich Nutzer- und Mandantenbetreuung, TV-L E 10, 36 Monate befristet, Vollzeit						","/stellenangebote/25726","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, bis E 8 TV-H, unbefristet, Vollzeit, Ref.-Nr. A17/067						","/stellenangebote/25728","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in mit der Option zur Übernahme einer Leitungsfunktion, E 9c TVöD, Teilzeit (19,5 Std./Woche) zunächst befristet für zwei Jahre						","/stellenangebote/25730","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 5 TV-L, Vollzeit befristet bis 31.08.2018, Kennwort: Universitätsbibliothek, Nummer 17.113						","/stellenangebote/25734","Stellenangebot","1","0,00 %"
"
							Bibliotheksleiter/in der Stadtteilbibliothek, E 9c TVöD, Teilzeit (20 Std./Woche) befristet als Krankheitsvertretung bzw. maximal bis 16.09.2018, Chiffre ‐ Nr.: 42170501						","/stellenangebote/25742","Stellenangebot","1","0,00 %"
"
							Buchhändler/in o.a. als Bibliotheksangestellte/r für den Einsatz in der Technisch-naturwissenschaftlichen Zweigbibliothek, E 4 (???) TV-L, Vollzeit zunächst befristet für zwei Jahre						","/stellenangebote/25744","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV-L, befristet in Vollzeit, Reg.-Nr.: 3-4637/17-H						","/stellenangebote/25750","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9b TVöD, Stellenausschreibungsnummer 45 06/17 04						","/stellenangebote/25776","Stellenangebot","1","0,00 %"
"
							Fachreferent/in für die Bibliothek (Rechtswissenschaft), bis E 13 TVöD-Bund, unbefristet in Vollzeit						","/stellenangebote/25778","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 7 TVöD, Vollzeit bis 31.05.2019 befristet						","/stellenangebote/25780","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 6 TVöD, zunächst 2 Jahre befristet in Teilzeit (30 Std./Woche), Entfristung und Vollzeit möglich						","/stellenangebote/25784","Stellenangebot","1","0,00 %"
"
							Studentische Hilfskraft (m/w) im Bereich Bibliothek / Dokumentation, Anlehnung an E 6 TVöD (Bund), Teilzeit (15-20 Std./Woche), zunächst auf ein Jahr befristet, eine Verlängerung wird angestrebt						","/stellenangebote/25788","Stellenangebot","1","0,00 %"
"
							Bibliotheksangestellte(r) Bereich Forschungsinformationen, E 9 TV-L, Vollzeit befristet auf 12 Monate, Job-ID: BO-2017-05-15-118051						","/stellenangebote/25790","Stellenangebot","1","0,00 %"
"
							Archivar/in, E 9 TV-H, Vollzeit auf zwei Jahre befristet, Kennwort CCP -O_Archivar						","/stellenangebote/25792","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar(in), E 9b TVöD, Teilzeit mit 30 Wochenstunden, unbefristet						","/stellenangebote/25794","Stellenangebot","1","0,00 %"
"
							Depotmitarbeiters / einer Depotmitarbeiterin im Kupferstichkabinett, E5 TV-L, unbefristet in Vollzeit						","/stellenangebote/25810","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in mit archivfachlicher Qualifikation (FaMI Archiv o.ä.), Teilzeit 20 Std./Woche, befristet auf 12 Monate						","/stellenangebote/25818","Stellenangebot","1","0,00 %"
"
							Dipl.-Bibliothekar/in für die Leitung der Bezirksbibliothek Bonn – Bad Godesberg / E 10 TVöD / Vollzeit / befristet bis 06.02.2018						","/stellenangebote/25842","Stellenangebot","1","0,00 %"
"
							Leitung des Arbeitsbereichs Information & Bibliothek des Goethe-Instituts Nancy, Teilzeit 70%, unbefristet						","/stellenangebote/25844","Stellenangebot","1","0,00 %"
"
							Forschungsdatenreferent/in, E 13 TV-H, 50%, befr. bis 31.12.2020						","/stellenangebote/25852","Stellenangebot","1","0,00 %"
"
							FaMI, E 5, Teilzeit 75%, befristet						","/stellenangebote/25861","Stellenangebot","1","0,00 %"
"
							FAMI in kleiner Bücherei – Benutzungsdienst und Katalogisierung – 34 Std/Wo, auch in 2 Stellen teilbar – E 6 TVöD geplant – befristet bis 31.12.18, danach unbefristete Übernahme						","/stellenangebote/25863","Stellenangebot","1","0,00 %"
"
							Bibliotheksleitung (m/w), Vollzeit (40h/Woche) oder Teilzeit (mind. 30h/Woche), 2 Jahre befristet						","/stellenangebote/25871","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek o.ä., E 6 TV-L, Vollzeit zunächst auf 12 Monate befristet als Elternzeitvertretung (mit Ziel der Entfristung)						","/stellenangebote/25881","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in für das Universitätsarchiv, E 9 TV-L, Vollzeit befristet bis 31.08.2018 als Elternzeitvertretung, Job-ID: BO-2017-05-10-117165						","/stellenangebote/25883","Stellenangebot","1","0,00 %"
"
							FaMi (w/m) Fachrichtung Bibliothek als Mitarbeiter/in Bibliothek, E 5 TVöD, Teilzeit (30 Std./Woche)						","/stellenangebote/25891","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in für die Kinder- und Jugendbuchabteilung, E 9b TVöD, Teilzeit (50%) befristet bis 31.12.2021, SBB-IIIK-1-2017						","/stellenangebote/25895","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek als Mitarbeiter/in in zwei Fachbibliotheken, E 5 TV-L, Vollzeit – 50% unbefristet, 50% zunächst befristet als Vertretung						","/stellenangebote/25899","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in Öffentlichkeitsarbeit, E 9 b TVöD, unbefristet in Teilzeit (75%), Kennziffer 902						","/stellenangebote/25901","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, Teilzeit zunächst für zwei Jahre befristet						","/stellenangebote/25905","Stellenangebot","1","0,00 %"
"
							Archivar/in bzw Informationswissenschaftler/in Fachrichtung Archiv für das Sachgebiet „Neuzeit und Grundsatzangelegenheiten“, E 9 TVöD bzw. A 10, Vollzeit, Kennziffer 583/17-09						","/stellenangebote/25907","Stellenangebot","1","0,00 %"
"
							Fachangestellte für Medien- und Informationsdienste – Fachrichtung Bibliothek, E 6 TVöD, Teilzeit 15 Std./Woche, unbefristet						","/stellenangebote/25931","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschaeftigte/-r, E 9 TV-L Berliner Hochschulen, Kennzahl: 69/2017						","/stellenangebote/25933","Stellenangebot","1","0,00 %"
"
							MitarbeiterIn in der Hauptbibliothek, Vwgr. IVa, 10 Wochenstunden, befristet, GZ A 0107/1-2017						","/stellenangebote/25939","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), E 5 TVöD, Vollzeit für ein Jahr befristet						","/stellenangebote/25945","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in oder Informationsspezialist/in in Teilzeit, befristet als Elternzeitvertretung						","/stellenangebote/25964","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in Bibliotheksverwaltung, E 5 TV-L, Teilzeit (18 Std./Woche) befristet bis vorerst 31.12.2017, Geschäftszeichen P-0321/1/27						","/stellenangebote/25976","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV-L, unbefristet in Vollzeit						","/stellenangebote/25980","Stellenangebot","1","0,00 %"
"
							Technischer Bibliothekar/Lektor (m/w) ASD SPEC 1000D/2000M						","/stellenangebote/25984","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar/-in oder BA, Stellvertretung der Bibliotheksleitung, E 9b TVöD, unbefristet in Vollzeit						","/stellenangebote/26003","Stellenangebot","1","0,00 %"
"
							FaMI (Bibliothek), Referat Einbandstelle; E 5 TV-L; Vollzeit (zz. 39 Std./Wo.); zunächst befristet für die Dauer von 18 Monaten; Kennziffer: 19/17						","/stellenangebote/26019","Stellenangebot","1","0,00 %"
"
							Informationsmanager/Dokumentar (w/m), Teilzeit 50%, zunächst befristet auf 2 Jahre, E 9b TVöD						","/stellenangebote/26037","Stellenangebot","1","0,00 %"
"
							Bibliothekarin / Bibliothekar (Diplom/Bachelor), E 9, unbefristet ¾ einer Vollbeschäftigung (zurzeit 29,025 Stunden)						","/stellenangebote/26039","Stellenangebot","1","0,00 %"
"
							Mitarbeiter/in in der Verwaltung, E 6 TV-L, befristet für 2 Jahre, Verw113/17						","/stellenangebote/26044","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, bei Eignung bis E 10 TV-L, Vollzeit, befristet als Elternzeitvertretung						","/stellenangebote/26058","Stellenangebot","1","0,00 %"
"
							Diplombibliothekar/ Bachelor / Master, nach TVöD, in Teilzeit mit 30 Wochenstunden, unbefristet						","/stellenangebote/26077","Stellenangebot","1","0,00 %"
"
							Diplom-Bibliothekar/in oder Bachelor, Leitung der Mediathek, unbefristet, in Teilzeit mit Option auf Vollzeit						","/stellenangebote/26092","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in Bereich Musik, E 9b TVöD, befristet in Vollzeit						","/stellenangebote/26107","Stellenangebot","1","0,00 %"
"
							Systembetreuer/in; Systemadministrator/in, E 9 TV-L, unbefristet in Vollzeit, IT 114/17						","/stellenangebote/26110","Stellenangebot","1","0,00 %"
"
							Leiter/in für die Stadtbücherei, Vollzeit unbefristet, E 10 TVöD						","/stellenangebote/26112","Stellenangebot","1","0,00 %"
"
							Programm-Manager/in „NEXT LIBRARY Conference 2018“; E 13 TV-L; Vollzeit oder Teilzeit möglich (30-39 Std./Wo.); befristet biszum 31.12.2018; Kennziffer: 21/17						","/stellenangebote/26114","Stellenangebot","1","0,00 %"
"
							Verwaltungsmitarbeiter/in (medizinische/-r Dokumentar/-in o.ä.), bis E 6, Teilzeit, befristet für 2 Jahre, Kennziffer 65/17						","/stellenangebote/26116","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9b TVöD, Vollzeit, befristet bis längstens 31.12.2017						","/stellenangebote/26126","Stellenangebot","1","0,00 %"
"
							Fachreferent/in für das Fachreferat Theologie, E 13 TVöD, unbefristet in Teilzeit (50%), Kennziffer SBB-IID-1-2017						","/stellenangebote/26132","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in, E 9 TV‐L, unbefristet in Teilzeit (50%)						","/stellenangebote/26134","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), E 5 TVöD, befristet in Teilzeit (50%)						","/stellenangebote/26140","Stellenangebot","1","0,00 %"
"
							Bibliothekar/in als Leiter/in der Landeskirchlichen Büchereifachstelle, E 10 Kirchliche Anstellungsordnung, Teilzeit (80%)						","/stellenangebote/26142","Stellenangebot","1","0,00 %"
"
							Bibliotheksbeschäftigte/r, E 9 TV-L, unbefristet in Vollzeit, Nr. 12.25-05/17						","/stellenangebote/26144","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek						","/stellenangebote/26146","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 6 TVöD, Teilzeit (22 Std./Woche, 4 davon befristet)						","/stellenangebote/26148","Stellenangebot","1","0,00 %"
"
							FaMI (w/m), E 5 TV-L, Vollzeit befristet als Krankheitsvertretung für 12 Monate						","/stellenangebote/26150","Stellenangebot","1","0,00 %"
"
							FaMI (w/m) Fachrichtung Bibliothek, E 8 TVöD -Bund, Teilzeit (29,25 Std./Woche) befristet bis 31.03.2020, Kennziffer 53						","/stellenangebote/26152","Stellenangebot","1","0,00 %"
"
							Ausbildung zur/zum FaMI Fachrichtung Bibliothek						","/stellenangebote/26162","Stellenangebot","1","0,00 %"
"
							Bibliotheksoberinspektoren/innen (3 Stellen), Bes.-Gr. A 10, Kennz. 02/17 (Da die Stellen bereits im Wege der Unterbesetzung besetzt sind, kommen nur Bedienstete  der Universität Heidelberg als Bewerber/innen in Frage)						","/stellenangebote/26164","Stellenangebot","1","0,00 %"
"
							Koordinator/in Lernzentrum/Medieninformatik, E 11 TVöD, Vollzeit befristet für zwei Jahre						","/stellenangebote/26166","Stellenangebot","1","0,00 %"
"
							Bibliothekare (m/w) für den Auskunftsdienst, die Benutzerberatung und Informationsvermittlung (2 Stellen), E 9b TVöD, Vollzeit, Kennziffer: 21/17/2B.2.2/525						","/stellenangebote/26168","Stellenangebot","1","0,00 %"
"
							Leiter/in des Bereichs Benutzung (100%)						","/stellenangebote/26170","Stellenangebot","1","0,00 %"
"
							FaMI bzw. Bibliotheksassistent/in, E 5 TV-L, Vollzeit, befristet bis 31.12.2018, mit der Aussicht auf Verlängerung						","/stellenangebote/26172","Stellenangebot","1","0,00 %"
"
							Fachinformatiker (m/w), TV-L E 8, Vollzeit, unbefristet, Kennziffer: 17-37						","/stellenangebote/26178","Stellenangebot","1","0,00 %"
"
							Archiv-Assistent/in, Vollzeit, 18 Monate befristet						","/stellenangebote/26183","Stellenangebot","1","0,00 %"
"
							Sachbearbeiter/in für die Monografienbearbeitung , E 9 TV-L, Vollzeit, befristet bis zum 30.9.2018						","/stellenangebote/26209","Stellenangebot","1","0,00 %"
"
							FaMI, E 6, Vollzeit, befristet als Elternzeitvertretung bis zum 31.08.2018						","/stellenangebote/26211","Stellenangebot","1","0,00 %"
"
							Projektkoordinator/in für Rechts- und Organisationsfragen sowie Public Relations in FDM-Projekt, E 13 TV-L, befristet in Vollzeit; 17/59/FDM						","/stellenangebote/26215","Stellenangebot","1","0,00 %"
